housekeeping_log_id,booking_id,guest_id,room_id,service_date,cleaning_start_time,cleaning_end_time,cleaning_duration_minutes,attendant_id,inspector_id,inspection_status,room_ready_status,issues_found,issue_severity,bathroom_status,linen_status,floor_status,minibar_status,notes
HK-001129,BKG-000193,GST-000193,RM-106,2021-11-02,11:10,11:41,31,ATT-003,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001130,BKG-009666,GST-009666,RM-219,2021-11-02,13:15,13:40,25,ATT-022,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001131,BKG-001339,GST-001339,RM-442,2021-11-03,09:20,10:06,46,ATT-031,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001132,BKG-009666,GST-009666,RM-219,2021-11-03,13:30,13:55,25,ATT-006,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001133,BKG-005341,GST-005341,RM-536,2021-11-04,11:30,12:24,54,ATT-028,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001134,BKG-000193,GST-000193,RM-106,2021-11-04,12:40,13:09,29,ATT-035,INS-007,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: amenity tray incomplete.
HK-001135,BKG-009666,GST-009666,RM-219,2021-11-04,13:25,13:53,28,ATT-031,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001136,BKG-001339,GST-001339,RM-442,2021-11-04,15:00,15:45,45,ATT-014,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001137,BKG-009666,GST-009666,RM-219,2021-11-05,15:00,15:41,41,ATT-033,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001138,BKG-000193,GST-000193,RM-106,2021-11-05,16:50,17:32,42,ATT-002,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001139,BKG-000193,GST-000193,RM-106,2021-11-06,09:15,09:52,37,ATT-023,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001140,BKG-000941,GST-000941,RM-138,2021-11-07,10:05,10:58,53,ATT-036,INS-001,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,pre arrival passed with minor note: amenity tray incomplete.
HK-001141,BKG-000193,GST-000193,RM-106,2021-11-07,16:55,17:24,29,ATT-017,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001142,BKG-000941,GST-000941,RM-138,2021-11-08,09:30,09:53,23,ATT-025,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001143,BKG-007103,GST-007103,RM-202,2021-11-09,09:55,11:01,66,ATT-009,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001144,BKG-000941,GST-000941,RM-138,2021-11-09,12:55,13:30,35,ATT-020,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001145,BKG-007103,GST-007103,RM-202,2021-11-10,10:30,11:02,32,ATT-016,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001146,BKG-001083,GST-001083,RM-516,2021-11-10,11:10,12:01,51,ATT-015,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001147,BKG-000941,GST-000941,RM-138,2021-11-11,11:15,11:57,42,ATT-019,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001148,BKG-007103,GST-007103,RM-202,2021-11-11,16:50,17:38,48,ATT-014,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001149,BKG-000941,GST-000941,RM-138,2021-11-12,10:05,11:17,72,ATT-018,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001150,BKG-007103,GST-007103,RM-202,2021-11-12,12:05,13:04,59,ATT-017,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001151,BKG-001083,GST-001083,RM-516,2021-11-13,13:45,15:01,76,ATT-035,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001152,BKG-004139,GST-004139,RM-514,2021-11-14,10:05,10:46,41,ATT-016,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001153,BKG-002824,GST-002824,RM-203,2021-11-15,11:20,11:58,38,ATT-003,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001154,BKG-004139,GST-004139,RM-514,2021-11-15,16:10,16:40,30,ATT-019,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001155,BKG-008120,GST-008120,RM-529,2021-11-16,12:10,12:42,32,ATT-017,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001156,BKG-008120,GST-008120,RM-529,2021-11-17,09:20,10:03,43,ATT-031,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001157,BKG-002824,GST-002824,RM-203,2021-11-17,10:40,11:05,25,ATT-034,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001158,BKG-002824,GST-002824,RM-203,2021-11-18,11:15,12:23,68,ATT-004,INS-009,follow_up_required,ready_after_follow_up,missing towels,minor,missing towels,fresh,vacuumed,stocked,checkout clean required follow-up for missing towels; room release delayed pending correction.
HK-001159,BKG-006597,GST-006597,RM-310,2021-11-20,10:50,11:44,54,ATT-018,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001160,BKG-006597,GST-006597,RM-310,2021-11-22,11:50,12:20,30,ATT-028,INS-009,follow_up_required,ready_after_follow_up,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,daily service required follow-up for amenity tray incomplete; room release delayed pending correction.
HK-001161,BKG-007503,GST-007503,RM-340,2021-11-22,12:20,13:13,53,ATT-006,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001162,BKG-007503,GST-007503,RM-340,2021-11-23,11:05,11:28,23,ATT-015,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001163,BKG-007503,GST-007503,RM-340,2021-11-24,10:45,11:24,39,ATT-012,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001164,BKG-006597,GST-006597,RM-310,2021-11-24,16:15,16:45,30,ATT-029,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001165,BKG-006597,GST-006597,RM-310,2021-11-25,11:20,11:58,38,ATT-001,INS-009,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,checkout clean passed with minor note: floor not vacuumed.
HK-001166,BKG-008671,GST-008671,RM-330,2021-11-26,11:35,12:14,39,ATT-002,INS-004,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,pre arrival passed with minor note: amenity tray incomplete.
HK-001167,BKG-009309,GST-009309,RM-240,2021-11-27,09:55,10:34,39,ATT-017,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001168,BKG-008671,GST-008671,RM-330,2021-11-27,15:55,16:38,43,ATT-024,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001169,BKG-008671,GST-008671,RM-330,2021-11-28,15:15,15:55,40,ATT-027,INS-008,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,checkout clean passed with minor note: amenity tray incomplete.
HK-001170,BKG-009309,GST-009309,RM-240,2021-11-29,11:25,12:11,46,ATT-004,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001171,BKG-004342,GST-004342,RM-521,2021-11-29,11:40,12:40,60,ATT-002,INS-009,passed_with_notes,ready,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,pre arrival passed with minor note: amenity tray incomplete.
HK-001172,BKG-008130,GST-008130,RM-131,2021-11-30,12:45,13:30,45,ATT-017,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001173,BKG-000226,GST-000226,RM-521,2021-11-30,14:30,15:24,54,ATT-010,INS-002,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,pre arrival passed with minor note: trash not removed.
HK-001174,BKG-009309,GST-009309,RM-240,2021-12-01,10:40,11:26,46,ATT-030,INS-006,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: dust on desk.
HK-001175,BKG-003492,GST-003492,RM-219,2021-12-01,10:55,12:02,67,ATT-014,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001176,BKG-009125,GST-009125,RM-420,2021-12-01,11:40,12:35,55,ATT-015,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001177,BKG-009826,GST-009826,RM-409,2021-12-01,13:10,14:12,62,ATT-021,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001178,BKG-004342,GST-004342,RM-521,2021-12-01,15:05,15:36,31,ATT-030,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001179,BKG-009826,GST-009826,RM-409,2021-12-02,10:25,11:09,44,ATT-023,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001180,BKG-008130,GST-008130,RM-131,2021-12-02,11:30,11:56,26,ATT-025,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001181,BKG-003492,GST-003492,RM-219,2021-12-02,12:50,13:22,32,ATT-026,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001182,BKG-004342,GST-004342,RM-521,2021-12-02,16:40,17:22,42,ATT-019,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001183,BKG-009125,GST-009125,RM-420,2021-12-03,13:30,13:53,23,ATT-031,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001184,BKG-003492,GST-003492,RM-219,2021-12-03,14:35,15:22,47,ATT-001,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001185,BKG-000226,GST-000226,RM-521,2021-12-04,10:05,10:42,37,ATT-027,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001186,BKG-003492,GST-003492,RM-219,2021-12-04,11:25,12:01,36,ATT-014,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001187,BKG-008130,GST-008130,RM-131,2021-12-04,14:25,14:57,32,ATT-036,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001188,BKG-003492,GST-003492,RM-219,2021-12-05,13:10,13:44,34,ATT-023,INS-001,passed_with_notes,ready,stained linen,minor,clean,stained,vacuumed,stocked,daily service passed with minor note: stained linen.
HK-001189,BKG-009826,GST-009826,RM-409,2021-12-05,13:20,13:43,23,ATT-002,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001190,BKG-000226,GST-000226,RM-521,2021-12-05,14:00,14:43,43,ATT-027,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001191,BKG-003492,GST-003492,RM-219,2021-12-06,11:20,12:33,73,ATT-016,INS-002,follow_up_required,ready_after_follow_up,amenity tray incomplete,minor,clean,fresh,vacuumed,stocked,checkout clean required follow-up for amenity tray incomplete; room release delayed pending correction.
HK-001192,BKG-000226,GST-000226,RM-521,2021-12-06,15:30,15:55,25,ATT-025,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001193,BKG-008130,GST-008130,RM-131,2021-12-06,15:50,16:36,46,ATT-031,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001194,BKG-009125,GST-009125,RM-420,2021-12-06,16:15,17:03,48,ATT-036,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001195,BKG-000226,GST-000226,RM-521,2021-12-07,10:35,11:13,38,ATT-036,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001196,BKG-003412,GST-003412,RM-303,2021-12-07,11:25,12:00,35,ATT-009,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001197,BKG-008130,GST-008130,RM-131,2021-12-07,11:35,12:04,29,ATT-012,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001198,BKG-003412,GST-003412,RM-303,2021-12-08,10:45,11:08,23,ATT-032,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001199,BKG-009125,GST-009125,RM-420,2021-12-08,12:10,12:52,42,ATT-005,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001200,BKG-000979,GST-000979,RM-312,2021-12-09,13:15,14:13,58,ATT-014,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001201,BKG-003412,GST-003412,RM-303,2021-12-09,13:45,14:24,39,ATT-034,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001202,BKG-009125,GST-009125,RM-420,2021-12-09,15:20,16:08,48,ATT-008,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001203,BKG-008130,GST-008130,RM-131,2021-12-09,16:10,16:39,29,ATT-020,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001204,BKG-008130,GST-008130,RM-131,2021-12-10,14:10,14:56,46,ATT-018,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001205,BKG-004987,GST-004987,RM-224,2021-12-10,14:50,15:42,52,ATT-031,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001206,BKG-008130,GST-008130,RM-131,2021-12-11,10:25,11:05,40,ATT-028,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001207,BKG-004987,GST-004987,RM-224,2021-12-11,11:15,12:07,52,ATT-028,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001208,BKG-003947,GST-003947,RM-426,2021-12-11,14:30,15:11,41,ATT-015,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001209,BKG-003412,GST-003412,RM-303,2021-12-11,15:10,15:47,37,ATT-030,INS-003,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-001210,BKG-009125,GST-009125,RM-420,2021-12-11,15:20,16:12,52,ATT-006,INS-010,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,checkout clean passed with minor note: dust on desk.
HK-001211,BKG-000979,GST-000979,RM-312,2021-12-11,16:35,16:58,23,ATT-021,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001212,BKG-003947,GST-003947,RM-426,2021-12-12,09:15,10:00,45,ATT-030,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001213,BKG-008130,GST-008130,RM-131,2021-12-12,11:15,12:16,61,ATT-032,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001214,BKG-000278,GST-000278,RM-223,2021-12-13,10:05,11:12,67,ATT-009,INS-002,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001215,BKG-003412,GST-003412,RM-303,2021-12-13,12:00,12:38,38,ATT-017,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001216,BKG-003947,GST-003947,RM-426,2021-12-13,14:50,15:22,32,ATT-012,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001217,BKG-007723,GST-007723,RM-142,2021-12-15,10:50,11:41,51,ATT-033,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001218,BKG-003947,GST-003947,RM-426,2021-12-15,13:30,14:05,35,ATT-017,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001219,BKG-000278,GST-000278,RM-223,2021-12-15,16:25,17:22,57,ATT-018,INS-004,failed,not_ready,dirty bathroom,major,dirty,fresh,vacuumed,stocked,daily service failed due to dirty bathroom; room not released until corrective cleaning.
HK-001220,BKG-007723,GST-007723,RM-142,2021-12-16,14:10,14:33,23,ATT-013,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001221,BKG-003947,GST-003947,RM-426,2021-12-16,14:25,14:54,29,ATT-029,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001222,BKG-007723,GST-007723,RM-142,2021-12-17,10:30,11:11,41,ATT-034,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001223,BKG-000278,GST-000278,RM-223,2021-12-17,11:35,12:16,41,ATT-024,INS-006,passed_with_notes,ready,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,daily service passed with minor note: minibar not restocked.
HK-001224,BKG-003947,GST-003947,RM-426,2021-12-17,14:15,14:57,42,ATT-016,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001225,BKG-000278,GST-000278,RM-223,2021-12-18,11:35,12:10,35,ATT-014,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001226,BKG-003947,GST-003947,RM-426,2021-12-18,11:50,12:28,38,ATT-005,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
HK-001227,BKG-007723,GST-007723,RM-142,2021-12-19,09:40,10:15,35,ATT-003,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001228,BKG-001445,GST-001445,RM-338,2021-12-19,09:55,10:47,52,ATT-024,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001229,BKG-005407,GST-005407,RM-224,2021-12-19,13:35,14:43,68,ATT-031,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001230,BKG-003721,GST-003721,RM-306,2021-12-19,13:45,14:22,37,ATT-010,INS-005,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,pre arrival passed with minor note: missing towels.
HK-001231,BKG-000278,GST-000278,RM-223,2021-12-19,14:10,14:32,22,ATT-021,INS-001,passed_with_notes,ready,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,daily service passed with minor note: minibar not restocked.
HK-001232,BKG-001564,GST-001564,RM-203,2021-12-20,13:10,13:56,46,ATT-002,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001233,BKG-008785,GST-008785,RM-236,2021-12-20,14:45,15:42,57,ATT-021,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001234,BKG-001564,GST-001564,RM-203,2021-12-21,10:00,10:23,23,ATT-002,INS-007,passed_with_notes,ready,dust on desk,minor,clean,fresh,vacuumed,stocked,daily service passed with minor note: dust on desk.
HK-001235,BKG-001445,GST-001445,RM-338,2021-12-21,10:05,10:34,29,ATT-020,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001236,BKG-005407,GST-005407,RM-224,2021-12-21,12:10,12:47,37,ATT-006,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001237,BKG-008785,GST-008785,RM-236,2021-12-21,14:25,14:54,29,ATT-034,INS-004,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001238,BKG-003721,GST-003721,RM-306,2021-12-21,15:40,16:21,41,ATT-024,INS-010,passed_with_notes,ready,stained linen,minor,clean,stained,vacuumed,stocked,daily service passed with minor note: stained linen.
HK-001239,BKG-005407,GST-005407,RM-224,2021-12-22,09:35,10:05,30,ATT-013,INS-002,passed_with_notes,ready,trash not removed,minor,clean,fresh,trash present,stocked,daily service passed with minor note: trash not removed.
HK-001240,BKG-004345,GST-004345,RM-430,2021-12-22,11:50,12:51,61,ATT-023,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001241,BKG-008785,GST-008785,RM-236,2021-12-22,14:05,14:45,40,ATT-034,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001242,BKG-001564,GST-001564,RM-203,2021-12-22,14:15,14:59,44,ATT-023,INS-007,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001243,BKG-003721,GST-003721,RM-306,2021-12-22,15:35,16:31,56,ATT-009,INS-010,failed,not_ready,dirty bathroom,major,dirty,fresh,vacuumed,stocked,daily service failed due to dirty bathroom; room not released until corrective cleaning.
HK-001244,BKG-001564,GST-001564,RM-203,2021-12-23,11:30,12:01,31,ATT-015,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001245,BKG-004345,GST-004345,RM-430,2021-12-23,12:35,13:02,27,ATT-007,INS-006,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,daily service passed with minor note: floor not vacuumed.
HK-001246,BKG-001445,GST-001445,RM-338,2021-12-23,14:20,14:55,35,ATT-025,INS-006,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001247,BKG-005407,GST-005407,RM-224,2021-12-23,14:35,15:00,25,ATT-034,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001248,BKG-003721,GST-003721,RM-306,2021-12-23,16:55,17:37,42,ATT-017,INS-010,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001249,BKG-001564,GST-001564,RM-203,2021-12-24,09:55,10:20,25,ATT-025,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001250,BKG-008785,GST-008785,RM-236,2021-12-24,12:20,13:07,47,ATT-020,INS-010,passed_with_notes,ready,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,daily service passed with minor note: minibar not restocked.
HK-001251,BKG-000039,GST-000039,RM-434,2021-12-24,14:15,14:59,44,ATT-016,INS-001,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,pre arrival passed with minor note: floor not vacuumed.
HK-001252,BKG-004345,GST-004345,RM-430,2021-12-24,14:45,15:07,22,ATT-027,INS-005,passed_with_notes,ready,missing towels,minor,missing towels,fresh,vacuumed,stocked,daily service passed with minor note: missing towels.
HK-001253,BKG-003721,GST-003721,RM-306,2021-12-24,15:50,16:32,42,ATT-027,INS-009,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001254,BKG-001960,GST-001960,RM-315,2021-12-25,08:15,09:04,49,ATT-028,INS-001,passed,ready,none,none,clean,fresh,vacuumed,stocked,pre arrival completed; inspection passed with no housekeeping defects noted.
HK-001255,BKG-001564,GST-001564,RM-203,2021-12-25,09:25,09:51,26,ATT-003,INS-002,passed_with_notes,ready,minibar not restocked,minor,clean,fresh,vacuumed,needs restock,daily service passed with minor note: minibar not restocked.
HK-001256,BKG-003721,GST-003721,RM-306,2021-12-25,10:30,11:08,38,ATT-032,INS-003,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001257,BKG-000039,GST-000039,RM-434,2021-12-25,12:10,12:39,29,ATT-012,INS-005,passed,ready,none,none,clean,fresh,vacuumed,stocked,daily service completed; inspection passed with no housekeeping defects noted.
HK-001258,BKG-009664,GST-009664,RM-127,2021-12-26,09:50,10:53,63,ATT-006,INS-010,passed_with_notes,ready,floor not vacuumed,minor,clean,fresh,needs vacuum,stocked,pre arrival passed with minor note: floor not vacuumed.
HK-001259,BKG-003721,GST-003721,RM-306,2021-12-26,12:05,12:51,46,ATT-015,INS-008,passed,ready,none,none,clean,fresh,vacuumed,stocked,checkout clean completed; inspection passed with no housekeeping defects noted.
