booking_id,guest_id,property_id,hotel_name,arrival_date,departure_date,stay_nights,lead_time_days,adults,children,babies,meal_plan,country,market_segment,distribution_channel,repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,special_requests
BKG-001342,GST-001342,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-02,2023-06-06,4,100,2,0,1,FB,Germany,Online TA,Direct,false,0,2,C,B,1,No Deposit,0,Transient,91.14,2,3
BKG-001355,GST-001355,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-09,2023-07-14,5,71,2,0,0,HB,Spain,Offline TA/TO,Tour Operator,false,0,1,B,C,0,Non Refundable,0,Contract,79.30,2,0
BKG-001364,GST-001364,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-12-05,2023-12-11,6,51,2,1,0,BB,Portugal,Online TA,Direct,true,0,2,A,C,1,No Deposit,0,Transient,109.19,2,0
BKG-001370,GST-001370,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-03,2023-04-10,7,56,2,1,1,HB,Spain,Offline TA/TO,Travel Agent,true,0,0,B,E,0,Non Refundable,2,Contract,135.59,0,3
BKG-001371,GST-001371,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-08,2022-08-15,7,91,3,0,0,FB,Spain,Online TA,Corporate,true,0,1,A,A,0,Refundable,1,Transient,99.33,0,2
BKG-001377,GST-001377,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-14,2023-05-16,2,67,1,0,0,FB,France,Online TA,Tour Operator,false,2,0,C,C,0,Refundable,1,Transient-Party,99.14,1,0
BKG-001380,GST-001380,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-17,2023-10-21,4,191,3,2,1,FB,France,Online TA,Tour Operator,true,1,0,C,E,1,No Deposit,2,Contract,78.77,0,0
BKG-001393,GST-001393,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-05,2021-04-08,3,201,2,2,0,BB,Portugal,Offline TA/TO,Corporate,true,2,0,A,D,0,Non Refundable,0,Contract,99.79,2,1
BKG-001400,GST-001400,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-09,2022-11-17,8,67,3,0,0,SC,Portugal,Online TA,Corporate,false,2,1,D,E,1,Non Refundable,1,Contract,87.62,0,1
BKG-001403,GST-001403,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-20,2023-08-22,2,159,3,2,1,SC,Spain,Offline TA/TO,Direct,false,0,2,A,D,1,Non Refundable,1,Contract,77.79,1,2
BKG-001406,GST-001406,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-24,2022-10-30,6,62,1,1,0,SC,France,Groups,Travel Agent,false,0,4,C,E,0,Refundable,0,Transient-Party,99.38,0,2
BKG-001412,GST-001412,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-09,2022-12-13,4,128,2,2,0,FB,Germany,Offline TA/TO,Corporate,true,0,0,E,A,0,Refundable,0,Transient-Party,75.95,0,1
BKG-001416,GST-001416,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-11,2021-05-19,8,146,2,1,0,SC,Portugal,Online TA,Tour Operator,true,0,2,D,A,0,Non Refundable,5,Contract,88.87,0,0
BKG-001424,GST-001424,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-13,2021-08-14,1,58,3,2,0,SC,Spain,Groups,Direct,false,0,1,A,D,0,Refundable,0,Transient,88.03,2,2
BKG-001445,GST-001445,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-19,2021-12-24,5,120,2,2,0,BB,Portugal,Online TA,Corporate,true,1,3,C,C,1,Non Refundable,0,Transient,110.92,2,3
BKG-001456,GST-001456,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-03-12,2021-03-21,9,12,2,1,0,SC,Portugal,Offline TA/TO,Direct,true,0,0,A,B,0,No Deposit,3,Transient,105.18,2,1
BKG-001458,GST-001458,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-02,2022-06-04,2,119,3,2,0,BB,Spain,Groups,Direct,true,0,0,C,D,0,No Deposit,1,Contract,88.68,2,2
BKG-001467,GST-001467,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-04,2021-06-05,1,184,3,1,0,FB,Portugal,Online TA,Travel Agent,false,0,1,A,D,1,Refundable,0,Transient-Party,109.83,0,3
BKG-001474,GST-001474,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-04,2023-05-10,6,101,2,2,0,HB,France,Online TA,Travel Agent,false,0,1,B,A,1,No Deposit,1,Transient,113.07,2,0
BKG-001477,GST-001477,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-03-20,2022-03-23,3,94,1,1,1,BB,Germany,Offline TA/TO,Direct,true,0,1,E,D,0,Non Refundable,2,Transient-Party,90.58,1,1
BKG-001487,GST-001487,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-22,2021-01-28,6,29,1,2,1,FB,Spain,Online TA,Travel Agent,false,1,2,D,B,0,No Deposit,2,Transient,144.11,0,3
BKG-001490,GST-001490,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-16,2022-08-22,6,163,1,1,0,HB,Portugal,Offline TA/TO,Direct,false,0,0,D,C,1,No Deposit,1,Contract,72.56,2,1
BKG-001497,GST-001497,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-07-14,2022-07-21,7,203,1,2,1,HB,Spain,Offline TA/TO,Tour Operator,false,0,2,A,A,0,No Deposit,2,Contract,91.00,2,3
BKG-001509,GST-001509,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-03,2021-08-08,5,104,3,1,0,FB,Spain,Groups,Corporate,false,0,2,E,D,0,Non Refundable,0,Contract,107.72,2,3
BKG-001510,GST-001510,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-08,2021-06-13,5,174,1,2,0,SC,Germany,Offline TA/TO,Direct,false,0,1,D,A,0,Refundable,4,Transient,73.93,2,1
BKG-001528,GST-001528,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-25,2022-04-30,5,177,2,2,0,HB,Portugal,Offline TA/TO,Corporate,false,0,0,B,D,0,Refundable,2,Transient,87.37,0,2
BKG-001535,GST-001535,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-23,2021-06-27,4,77,1,2,1,SC,France,Online TA,Corporate,false,0,1,D,D,0,No Deposit,2,Transient,121.31,0,3
BKG-001550,GST-001550,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-14,2022-01-16,2,161,2,1,0,BB,France,Online TA,Tour Operator,true,2,0,C,C,2,Refundable,0,Transient,100.45,0,2
BKG-001553,GST-001553,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-02,2023-02-04,2,56,3,0,1,FB,Spain,Offline TA/TO,Direct,true,0,0,E,C,1,No Deposit,1,Transient-Party,71.24,2,2
BKG-001560,GST-001560,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-12,2021-09-16,4,86,3,2,0,FB,France,Groups,Corporate,false,0,0,E,D,0,Refundable,1,Transient,90.68,0,3
BKG-001564,GST-001564,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-20,2021-12-29,9,144,2,1,0,FB,Portugal,Groups,Tour Operator,true,0,0,A,B,0,Non Refundable,0,Transient-Party,83.72,2,0
BKG-001587,GST-001587,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-24,2022-08-25,1,109,2,0,1,FB,Portugal,Online TA,Travel Agent,false,0,1,A,D,0,Non Refundable,3,Transient-Party,115.81,1,2
BKG-001598,GST-001598,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-10,2021-04-16,6,203,2,0,0,BB,Germany,Groups,Travel Agent,true,0,0,E,A,0,No Deposit,1,Contract,94.52,2,3
BKG-001623,GST-001623,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-12-09,2023-12-15,6,146,3,2,1,SC,Spain,Groups,Corporate,false,1,0,A,E,0,Non Refundable,1,Transient-Party,106.74,2,2
BKG-001632,GST-001632,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-10,2023-10-14,4,58,1,0,1,FB,Spain,Offline TA/TO,Corporate,false,1,5,E,B,1,No Deposit,1,Transient-Party,102.62,2,2
BKG-001633,GST-001633,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-23,2022-05-01,8,68,1,0,1,BB,Germany,Offline TA/TO,Direct,false,0,1,C,E,0,No Deposit,2,Transient,122.84,1,3
BKG-001636,GST-001636,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-12-18,2023-12-24,6,80,1,1,1,BB,Germany,Offline TA/TO,Tour Operator,true,0,0,D,B,0,No Deposit,0,Contract,144.33,0,0
BKG-001640,GST-001640,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-06,2023-07-09,3,47,1,1,0,FB,Spain,Online TA,Travel Agent,false,0,1,E,D,0,Refundable,0,Contract,67.45,1,1
BKG-001686,GST-001686,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-13,2022-04-18,5,159,1,1,1,FB,Portugal,Offline TA/TO,Tour Operator,true,2,0,A,A,0,Refundable,0,Transient,88.98,2,1
BKG-001703,GST-001703,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-18,2022-05-21,3,132,1,0,1,SC,Portugal,Offline TA/TO,Corporate,true,0,0,C,D,0,Refundable,2,Transient-Party,83.06,0,1
BKG-001707,GST-001707,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-31,2023-01-06,6,134,1,1,0,BB,Germany,Offline TA/TO,Tour Operator,true,0,1,D,B,0,Non Refundable,0,Transient,84.14,1,0
BKG-001731,GST-001731,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-21,2022-04-26,5,89,1,2,1,FB,Germany,Online TA,Tour Operator,false,0,1,E,A,0,No Deposit,1,Transient,91.16,0,0
BKG-001744,GST-001744,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-18,2022-12-19,1,158,3,2,0,FB,Germany,Offline TA/TO,Corporate,true,0,1,C,B,0,Non Refundable,1,Transient,100.71,2,0
BKG-001758,GST-001758,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-11-01,2023-11-08,7,148,3,2,1,HB,Portugal,Online TA,Direct,true,1,0,B,C,0,No Deposit,0,Transient,109.27,2,1
BKG-001759,GST-001759,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-01,2021-09-05,4,181,3,0,1,FB,France,Offline TA/TO,Tour Operator,false,0,0,B,E,0,Non Refundable,0,Transient-Party,98.69,2,3
BKG-001767,GST-001767,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-21,2023-03-02,9,209,1,2,1,BB,Spain,Groups,Corporate,false,0,1,D,D,0,Refundable,0,Transient-Party,84.96,1,2
BKG-001802,GST-001802,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-26,2023-03-02,4,97,2,0,0,HB,Spain,Online TA,Tour Operator,false,0,1,C,A,0,Refundable,4,Transient-Party,126.31,0,3
BKG-001813,GST-001813,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-25,2022-10-28,3,181,1,0,0,HB,Spain,Online TA,Corporate,false,0,3,C,B,0,Non Refundable,1,Transient-Party,73.00,2,1
BKG-001815,GST-001815,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-07-13,2023-07-17,4,87,3,2,1,BB,Spain,Groups,Direct,true,1,1,D,B,2,Refundable,1,Contract,76.51,2,1
BKG-001818,GST-001818,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-08-04,2022-08-05,1,64,1,0,1,FB,Portugal,Groups,Corporate,true,1,2,A,E,1,No Deposit,1,Transient,127.67,1,0
BKG-001826,GST-001826,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-15,2021-09-21,6,122,1,2,0,SC,Germany,Offline TA/TO,Tour Operator,true,0,3,E,B,0,No Deposit,0,Contract,84.75,0,1
BKG-001852,GST-001852,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-18,2021-01-19,1,189,1,0,0,BB,Spain,Online TA,Tour Operator,true,0,0,A,E,0,Refundable,2,Contract,92.85,1,1
BKG-001853,GST-001853,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-30,2022-01-31,1,40,1,1,1,HB,Germany,Offline TA/TO,Tour Operator,true,0,0,A,A,1,Refundable,1,Transient-Party,68.30,1,1
BKG-001861,GST-001861,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-24,2021-05-01,7,93,3,2,0,BB,Germany,Offline TA/TO,Direct,false,0,0,A,D,0,Refundable,1,Transient-Party,100.70,1,2
BKG-001866,GST-001866,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-31,2021-08-05,5,17,3,2,1,HB,Portugal,Online TA,Direct,false,0,1,A,A,0,Non Refundable,0,Transient,108.86,1,3
BKG-001869,GST-001869,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-31,2023-06-02,2,45,2,2,0,FB,France,Offline TA/TO,Direct,true,0,1,B,E,0,No Deposit,1,Transient,107.65,2,3
BKG-001870,GST-001870,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-10,2022-06-12,2,79,1,2,1,BB,Portugal,Offline TA/TO,Travel Agent,false,0,1,D,B,1,Refundable,1,Transient-Party,79.18,0,1
BKG-001884,GST-001884,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-01,2021-06-05,4,70,1,2,0,FB,Portugal,Groups,Travel Agent,false,0,0,B,A,0,Refundable,1,Transient,119.15,0,0
BKG-001902,GST-001902,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-01,2023-02-06,5,83,1,0,0,SC,Germany,Groups,Direct,true,0,3,B,A,1,No Deposit,2,Contract,124.35,2,1
BKG-001911,GST-001911,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-13,2022-01-17,4,187,2,0,1,BB,Portugal,Groups,Travel Agent,true,0,0,C,D,0,Non Refundable,5,Transient-Party,119.10,2,0
BKG-001913,GST-001913,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-04-13,2021-04-19,6,132,2,2,1,FB,France,Online TA,Corporate,true,2,0,B,B,0,Non Refundable,1,Transient-Party,128.07,1,2
BKG-001916,GST-001916,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-11-10,2023-11-15,5,73,1,1,1,FB,Spain,Online TA,Tour Operator,true,1,2,B,B,0,Refundable,0,Contract,81.71,1,1
BKG-001919,GST-001919,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-02,2021-05-04,2,92,2,2,0,FB,Spain,Groups,Travel Agent,true,1,1,A,C,1,No Deposit,0,Transient-Party,121.90,0,1
BKG-001954,GST-001954,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-19,2022-01-21,2,67,3,1,1,HB,Portugal,Groups,Corporate,true,1,1,C,B,1,No Deposit,1,Transient,81.46,0,3
BKG-001956,GST-001956,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-03-16,2023-03-19,3,169,2,0,0,BB,Portugal,Online TA,Tour Operator,true,2,0,D,E,0,Refundable,0,Contract,119.39,1,0
BKG-001960,GST-001960,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-12-25,2021-12-28,3,111,2,0,0,SC,France,Groups,Travel Agent,false,0,0,D,C,0,No Deposit,2,Contract,121.22,0,1
BKG-001962,GST-001962,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-15,2023-06-16,1,114,1,2,0,SC,Portugal,Offline TA/TO,Tour Operator,true,0,1,E,C,0,Refundable,1,Transient-Party,110.07,0,2
BKG-002009,GST-002009,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-08,2023-04-15,7,133,1,1,0,HB,Germany,Groups,Travel Agent,false,0,0,B,D,1,No Deposit,0,Contract,75.33,1,3
BKG-002033,GST-002033,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-12,2021-07-19,7,124,3,0,0,FB,Spain,Online TA,Travel Agent,true,0,3,B,D,0,No Deposit,1,Transient,80.17,0,3
BKG-002036,GST-002036,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-09-01,2022-09-08,7,238,3,1,0,SC,France,Offline TA/TO,Travel Agent,false,1,1,D,E,0,No Deposit,0,Transient,95.07,2,1
BKG-002044,GST-002044,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-06-10,2023-06-16,6,108,2,0,1,HB,Spain,Offline TA/TO,Tour Operator,false,0,0,B,C,0,No Deposit,0,Transient,80.89,0,2
BKG-002049,GST-002049,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-17,2022-04-23,6,84,1,2,1,HB,Portugal,Online TA,Direct,false,1,1,C,A,0,Non Refundable,2,Transient,103.43,0,1
BKG-002051,GST-002051,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-04-12,2022-04-18,6,141,3,0,0,FB,Spain,Groups,Travel Agent,false,0,1,A,A,0,No Deposit,0,Transient-Party,82.37,1,1
BKG-002076,GST-002076,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-11,2022-12-16,5,84,2,2,1,SC,Spain,Online TA,Direct,true,1,1,E,D,0,Refundable,1,Contract,84.11,2,2
BKG-002100,GST-002100,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-02-25,2022-03-05,8,141,1,1,1,BB,Portugal,Online TA,Direct,true,0,0,C,D,0,No Deposit,2,Transient-Party,96.52,0,3
BKG-002103,GST-002103,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-14,2021-01-21,7,57,2,0,1,SC,Portugal,Offline TA/TO,Corporate,true,0,0,B,A,1,No Deposit,2,Contract,137.30,2,0
BKG-002106,GST-002106,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-07,2021-09-13,6,182,2,0,1,BB,Germany,Groups,Travel Agent,false,0,1,E,A,0,No Deposit,0,Contract,101.25,2,1
BKG-002112,GST-002112,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-26,2023-04-30,4,92,1,1,0,FB,Portugal,Online TA,Direct,false,0,2,D,E,0,Non Refundable,0,Transient-Party,100.70,2,1
BKG-002114,GST-002114,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-08,2021-08-13,5,50,2,0,1,FB,France,Offline TA/TO,Corporate,true,1,0,C,E,0,Non Refundable,3,Contract,80.42,2,1
BKG-002116,GST-002116,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-02-04,2023-02-09,5,74,3,0,0,FB,France,Groups,Corporate,true,0,2,A,E,0,Refundable,0,Contract,71.58,0,0
BKG-002123,GST-002123,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-10-11,2022-10-19,8,99,1,0,0,FB,Germany,Online TA,Direct,false,0,0,C,D,0,No Deposit,0,Contract,118.66,2,3
BKG-002130,GST-002130,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-14,2023-05-20,6,136,3,2,0,FB,Germany,Groups,Travel Agent,false,0,0,B,D,0,No Deposit,1,Transient,84.80,2,2
BKG-002132,GST-002132,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-01-27,2023-01-28,1,101,3,2,0,SC,Portugal,Online TA,Tour Operator,true,0,2,E,E,0,Non Refundable,2,Transient,106.08,2,3
BKG-002143,GST-002143,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-18,2021-05-21,3,109,1,2,0,BB,France,Offline TA/TO,Travel Agent,false,0,2,B,D,0,Refundable,2,Contract,53.64,1,1
BKG-002156,GST-002156,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-05-02,2022-05-12,10,69,1,2,0,FB,Germany,Online TA,Corporate,true,1,0,C,E,0,Non Refundable,2,Transient,78.34,1,0
BKG-002161,GST-002161,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-26,2022-06-29,3,44,2,0,0,BB,Portugal,Groups,Corporate,false,1,2,E,E,0,No Deposit,3,Transient,96.35,2,0
BKG-002165,GST-002165,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-06-28,2022-06-30,2,179,2,0,0,HB,Spain,Groups,Tour Operator,true,2,2,E,E,0,No Deposit,1,Transient,120.32,2,1
BKG-002168,GST-002168,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-13,2023-05-19,6,37,3,2,0,FB,Germany,Offline TA/TO,Tour Operator,false,0,0,B,E,0,No Deposit,3,Contract,85.12,0,3
BKG-002179,GST-002179,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-02-16,2022-02-21,5,201,1,2,0,HB,France,Offline TA/TO,Corporate,false,0,2,C,B,0,No Deposit,2,Transient,51.71,0,1
BKG-002204,GST-002204,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-10-06,2021-10-07,1,35,3,2,1,HB,Portugal,Online TA,Corporate,true,1,2,D,C,0,No Deposit,2,Contract,87.13,2,2
BKG-002211,GST-002211,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-08-16,2023-08-21,5,37,2,1,1,HB,Spain,Online TA,Travel Agent,false,1,0,C,B,0,No Deposit,1,Transient-Party,98.10,1,3
BKG-002227,GST-002227,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-02-16,2022-02-25,9,171,3,0,0,BB,Portugal,Online TA,Travel Agent,false,1,0,E,A,0,Refundable,2,Transient-Party,123.80,1,2
BKG-002230,GST-002230,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-02-09,2022-02-15,6,150,2,0,0,BB,France,Offline TA/TO,Travel Agent,true,1,2,E,C,0,Refundable,2,Transient,137.34,2,3
BKG-002231,GST-002231,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-12-17,2022-12-22,5,66,1,0,0,FB,Spain,Groups,Direct,false,1,0,E,B,0,No Deposit,0,Transient,112.96,2,3
BKG-002245,GST-002245,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-04-06,2023-04-09,3,181,3,0,0,SC,Portugal,Groups,Corporate,false,0,3,A,B,1,Refundable,1,Contract,111.15,1,1
BKG-002246,GST-002246,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-03-07,2023-03-11,4,105,1,0,1,BB,France,Groups,Corporate,true,0,0,D,B,0,Refundable,0,Contract,95.52,2,2
BKG-002275,GST-002275,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-05,2021-07-06,1,46,2,0,1,FB,Germany,Groups,Travel Agent,true,0,2,D,E,0,Non Refundable,2,Contract,151.90,2,1
BKG-002293,GST-002293,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-07-16,2021-07-20,4,104,1,0,1,SC,Germany,Offline TA/TO,Direct,true,0,3,A,A,0,No Deposit,0,Transient-Party,83.60,2,1
BKG-002309,GST-002309,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-06-28,2021-07-03,5,127,1,2,0,SC,Germany,Offline TA/TO,Tour Operator,true,0,1,C,C,1,Refundable,2,Transient-Party,93.54,0,0
BKG-002311,GST-002311,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-11-29,2023-12-03,4,84,1,2,1,HB,Spain,Groups,Travel Agent,true,1,2,D,A,1,Refundable,1,Transient-Party,155.27,0,3
BKG-002313,GST-002313,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-09-18,2021-09-21,3,112,1,0,0,HB,Spain,Groups,Direct,true,1,0,D,E,1,Non Refundable,5,Contract,111.15,1,3
BKG-002315,GST-002315,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-09-15,2022-09-24,9,133,1,2,0,HB,Portugal,Online TA,Tour Operator,false,0,2,B,D,0,Refundable,2,Transient-Party,114.46,0,1
BKG-002324,GST-002324,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-11-10,2022-11-15,5,184,2,0,0,SC,Portugal,Online TA,Travel Agent,false,1,2,D,A,0,Refundable,1,Transient,97.10,0,1
BKG-002325,GST-002325,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-05-18,2021-05-26,8,100,3,1,0,BB,Germany,Groups,Corporate,false,0,1,E,B,0,Non Refundable,3,Transient,143.52,2,3
BKG-002327,GST-002327,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-12-13,2023-12-15,2,45,3,2,0,FB,France,Online TA,Direct,true,3,4,E,C,0,Refundable,5,Transient-Party,95.83,2,2
BKG-002328,GST-002328,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-10-15,2023-10-19,4,81,2,0,1,BB,France,Groups,Tour Operator,false,0,2,C,E,0,No Deposit,0,Transient,73.34,0,1
BKG-002330,GST-002330,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-01-24,2022-01-30,6,142,3,2,0,SC,Portugal,Online TA,Tour Operator,true,1,1,B,D,0,No Deposit,1,Transient,87.41,0,1
BKG-002365,GST-002365,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-05-09,2023-05-14,5,69,3,0,1,HB,Spain,Offline TA/TO,Travel Agent,false,1,0,E,C,0,Non Refundable,1,Transient,123.81,1,0
BKG-002379,GST-002379,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-01-01,2021-01-05,4,79,3,0,0,HB,Germany,Offline TA/TO,Corporate,true,2,1,B,C,0,No Deposit,1,Transient-Party,90.69,1,3
BKG-002390,GST-002390,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2022-02-03,2022-02-08,5,152,3,1,1,FB,Germany,Online TA,Travel Agent,true,0,1,C,B,0,No Deposit,0,Transient-Party,116.81,1,1
BKG-002405,GST-002405,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-01-05,2023-01-09,4,184,3,0,1,BB,France,Offline TA/TO,Corporate,false,1,1,E,A,1,No Deposit,1,Transient-Party,120.89,2,1
BKG-002433,GST-002433,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2023-12-09,2023-12-11,2,99,2,0,0,SC,Spain,Offline TA/TO,Travel Agent,false,1,0,A,C,0,No Deposit,0,Contract,122.99,0,3
BKG-002439,GST-002439,PROP-AURELIA-GRAND-MADRID,Aurelia Grand Madrid,2021-08-02,2021-08-05,3,78,1,0,1,FB,Germany,Online TA,Corporate,false,0,0,C,C,0,Refundable,1,Transient-Party,85.41,2,1
